지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),적설(cm),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C)
108,서울,2021-01-31 17:00,8.3,,2,50,42,1013.1,,,1,.5,-.2
108,서울,2021-01-31 18:00,7.9,,.8,20,46,1013.3,,,.2,.5,-.2
108,서울,2021-01-31 19:00,7.4,,.9,70,52,1012.9,,,-.2,.5,-.2
108,서울,2021-01-31 20:00,6.8,,1.4,70,52,1012.5,,,.1,.5,-.2
108,서울,2021-01-31 21:00,6.5,,1.1,70,54,1012.1,,,-.1,.5,-.2
108,서울,2021-01-31 22:00,6.3,,1.4,50,58,1011.6,,,.1,.5,-.2
108,서울,2021-01-31 23:00,5.8,,1.3,50,60,1011.2,,,-.1,.5,-.2
108,서울,2021-02-01 00:00,6.1,,1.7,70,63,1010.5,,,.3,.5,-.2
108,서울,2021-02-01 01:00,6.3,,1.7,70,62,1009.6,,,.5,.5,-.2
108,서울,2021-02-01 02:00,6.2,,1.4,50,62,1008.6,,,.4,.5,-.2
108,서울,2021-02-01 03:00,5.7,.7,1.7,50,78,1007.8,,01,.6,.5,-.2
108,서울,2021-02-01 04:00,5.7,,1.2,20,84,1006.9,,,.6,.5,-.2
108,서울,2021-02-01 05:00,5.6,,1.4,50,85,1006.2,,,.7,.5,-.2
108,서울,2021-02-01 06:00,5.7,,1.8,20,86,1005.7,,,.7,.5,-.2
108,서울,2021-02-01 07:00,5.8,,1.1,50,88,1005.3,,,.7,.5,-.2
108,서울,2021-02-01 08:00,5.8,,2,360,89,1005.1,,19,.9,.5,-.2
108,서울,2021-02-01 09:00,6.7,,1.8,200,94,1005.4,,19,1.9,.5,-.2
108,서울,2021-02-01 10:00,7.1,,1.9,230,91,1005.2,,19,2.3,.5,-.1
108,서울,2021-02-01 11:00,7.6,,3.2,200,87,1005.4,,19,3.9,.6,-.1
108,서울,2021-02-01 12:00,8.5,,2.9,200,82,1004.4,,19,6.6,.6,-.1
108,서울,2021-02-01 13:00,9.2,,2.8,200,75,1002.9,,19,8.7,.6,-.1
108,서울,2021-02-01 14:00,9.2,,4.1,230,72,1002.6,,19,9.5,.7,-.1
108,서울,2021-02-01 15:00,7.7,,2.9,250,77,1002.9,,19,4.1,.6,-.1
108,서울,2021-02-01 16:00,6.9,,2.9,270,83,1003.2,,19,3.5,.6,-.1
108,서울,2021-02-01 17:00,6.7,,2.9,230,81,1003.4,,19,2.5,.6,-.1
108,서울,2021-02-01 18:00,5.8,,2.2,230,80,1004.5,,19,1.6,.6,-.1
108,서울,2021-02-01 19:00,5.2,,3.5,250,86,1005.4,,19,1,.6,-.1
108,서울,2021-02-01 20:00,3.8,,5.3,290,53,1006.5,,19,-.2,.6,-.1
108,서울,2021-02-01 21:00,2.4,,4.1,270,52,1007.4,,,-.1,.5,-.1
108,서울,2021-02-01 22:00,1.2,,3.8,270,61,1008.8,,,-.3,.5,-.1
108,서울,2021-02-01 23:00,.1,,3.4,290,57,1009.8,,,-.4,.5,-.1
108,서울,2021-02-02 00:00,-2.3,,5.2,270,47,1011.2,,,-.8,.5,-.1
108,서울,2021-02-02 01:00,-3.2,,4.6,270,47,1012,,,-1,.5,-.1
108,서울,2021-02-02 02:00,-3.8,,4.4,270,42,1012.4,,,-1.3,.5,-.1
108,서울,2021-02-02 03:00,-4.4,,4.7,270,39,1013.2,,,-1.6,.5,-.1
108,서울,2021-02-02 04:00,-5.3,,5.4,270,34,1013.6,,,-2,.5,-.1
108,서울,2021-02-02 05:00,-6.2,,2.9,270,41,1014.3,,,-2.2,.5,-.1
108,서울,2021-02-02 06:00,-7.2,,3.4,270,46,1014.6,,,-2.5,.5,-.1
108,서울,2021-02-02 07:00,-7.9,,3.2,270,48,1015.1,,,-2.8,.5,-.1
108,서울,2021-02-02 08:00,-8.2,,3.5,270,45,1015.6,,,-3,.5,-.1
108,서울,2021-02-02 09:00,-7.8,,3.3,290,41,1016.3,,,-2.3,.5,-.1
108,서울,2021-02-02 10:00,-6.8,,4.3,290,36,1016.4,,,-.4,.5,-.1
108,서울,2021-02-02 11:00,-5.7,,3.2,270,32,1016.8,,,.2,.5,-.1
108,서울,2021-02-02 12:00,-4.9,,4.2,290,30,1016.6,,,2.1,.5,-.1
108,서울,2021-02-02 13:00,-4.6,,5.2,290,32,1016.1,,,3.5,.5,-.1
108,서울,2021-02-02 14:00,-4.1,,4.8,290,33,1015.4,,,3.5,.5,-.1
108,서울,2021-02-02 15:00,-3.1,,4.6,270,35,1014.8,,,2.4,.5,-.1
108,서울,2021-02-02 16:00,-2.5,,4.3,230,41,1014.9,,,-.2,.5,-.1
108,서울,2021-02-02 17:00,-3.3,,2.9,270,45,1014.5,,,-.2,.5,-.1
108,서울,2021-02-02 18:00,-4.1,,3.7,270,49,1014.6,,,-.5,.5,-.1
108,서울,2021-02-02 19:00,-4.4,,3.1,250,55,1014.6,,05,-.6,.5,-.1
108,서울,2021-02-02 20:00,-4.5,,3.5,250,58,1014.8,,05,-.7,.5,-.1
108,서울,2021-02-02 21:00,-5.3,0,3.3,340,58,1015.4,,05,-1,.4,-.2
108,서울,2021-02-02 22:00,-6,,3,290,75,1016.3,,05,-1,.4,-.2
108,서울,2021-02-02 23:00,-6.9,,4,290,62,1016.7,,05,-1.9,.4,-.2
108,서울,2021-02-03 00:00,-7.7,0,2.9,290,55,1017.3,,,-2.6,.3,-.2
108,서울,2021-02-03 01:00,-8.4,,.9,200,54,1017.4,,,-3.1,.2,-.2
108,서울,2021-02-03 02:00,-9,,.9,250,57,1017.7,,,-3.4,.1,-.3
108,서울,2021-02-03 03:00,-9.2,,1.5,270,57,1017.8,,,-3.7,0,-.3
108,서울,2021-02-03 04:00,-9.3,,.6,290,55,1017.4,,,-4,-.2,-.4
108,서울,2021-02-03 05:00,-9,,1.4,270,55,1017.4,,,-4.1,-.3,-.5
108,서울,2021-02-03 06:00,-8.7,,1.7,270,56,1017.6,,,-4.2,-.4,-.5
108,서울,2021-02-03 07:00,-9,,.8,360,59,1017.6,,,-4.4,-.5,-.6
108,서울,2021-02-03 08:00,-8.9,,1.8,50,62,1017.5,,,-4.3,-.5,-.6
108,서울,2021-02-03 09:00,-7.7,,1.7,20,60,1017.6,,,-3.1,-.5,-.7
108,서울,2021-02-03 10:00,-4.8,,1.7,90,54,1017.2,,,-.5,-.3,-.6
108,서울,2021-02-03 11:00,-2.5,,1.4,200,48,1016.9,,,.5,0,-.5
108,서울,2021-02-03 12:00,-.8,,2.1,200,45,1015.8,,,3.1,.1,-.4
108,서울,2021-02-03 13:00,.4,,3.6,200,44,1014.8,,,5,.2,-.3
108,서울,2021-02-03 14:00,1.2,,4.2,200,47,1014.5,,,3.7,.3,-.3
108,서울,2021-02-03 15:00,.2,,4.4,180,57,1013.9,,,1.2,.3,-.3
108,서울,2021-02-03 16:00,.3,,3.4,180,61,1013.3,,,.6,.4,-.3
108,서울,2021-02-03 17:00,.7,,3.4,200,66,1012.8,,05,0,.4,-.2
108,서울,2021-02-03 18:00,.3,0,3.2,200,70,1012.5,0,05,-.1,.4,-.2
108,서울,2021-02-03 19:00,-.1,,2.2,180,74,1011.5,0,05,-.1,.4,-.2
108,서울,2021-02-03 20:00,.2,,1.8,160,71,1011,0,05,-.2,.4,-.2
108,서울,2021-02-03 21:00,.2,0,1.1,180,76,1010.5,.1,05,-.2,.4,-.2
108,서울,2021-02-03 22:00,-.5,,3.2,180,92,1010.2,2,05,-.1,.4,-.2
108,서울,2021-02-03 23:00,-.5,,2,230,93,1009.8,2.3,05,-.1,.4,-.2
108,서울,2021-02-04 00:00,0,3.4,2.5,230,96,1009.9,4.2,1905,-.1,.4,-.2
108,서울,2021-02-04 01:00,.3,,3.3,270,95,1010.8,4.3,1905,-.1,.5,-.2
108,서울,2021-02-04 02:00,-1,,3.7,290,76,1012,4.3,1905,-.2,.5,-.2
108,서울,2021-02-04 03:00,-2.8,.1,2.1,270,70,1013.5,4.3,,-.2,.4,-.2
108,서울,2021-02-04 04:00,-4.2,,3.5,250,63,1014.2,4.3,,-.3,.5,-.2
108,서울,2021-02-04 05:00,-5.5,,3.6,270,55,1014.9,4.1,,-.3,.4,-.2
108,서울,2021-02-04 06:00,-6.5,,1.8,250,59,1016.2,4.1,,-.4,.4,-.2
108,서울,2021-02-04 07:00,-7.1,,2.5,250,56,1016.9,3.9,,-.5,.4,-.2
108,서울,2021-02-04 08:00,-7.3,,3.5,270,53,1017.8,3.9,,-.7,.4,-.2
108,서울,2021-02-04 09:00,-6.8,,3.1,290,50,1018.4,3.7,,-.8,.4,-.2
108,서울,2021-02-04 10:00,-5.7,,2.4,290,47,1018.5,3.5,,-.5,.3,-.2
108,서울,2021-02-04 11:00,-3.8,,1.5,180,42,1018.7,3.3,,-.3,.3,-.2
108,서울,2021-02-04 12:00,-2.9,,2.7,230,38,1018.6,3,,-.2,.3,-.2
108,서울,2021-02-04 13:00,-2.3,,3,290,31,1018.2,2.5,,-.2,.4,-.2
108,서울,2021-02-04 14:00,-1.3,,3.2,290,32,1017.9,2.2,,-.1,.4,-.2
108,서울,2021-02-04 15:00,-.3,,2.8,250,31,1016.9,1.8,,.2,.4,-.2
108,서울,2021-02-04 16:00,.5,,2.7,250,30,1016.5,1.6,,.1,.4,-.2
108,서울,2021-02-04 17:00,.1,,1.8,290,33,1016,1.4,,-.1,.4,-.2
108,서울,2021-02-04 18:00,-1.2,,3,290,39,1015.8,1.4,,-.2,.4,-.2
108,서울,2021-02-04 19:00,-2.3,,2.7,270,47,1016.7,1.4,,-.4,.4,-.2
108,서울,2021-02-04 20:00,-3,,2.1,270,50,1016.5,1.4,,-.5,.4,-.2
108,서울,2021-02-04 21:00,-3.6,,1.5,270,52,1016.2,1.4,,-.6,.4,-.2
108,서울,2021-02-04 22:00,-4,,.8,270,56,1015.8,1.4,,-.7,.3,-.2
108,서울,2021-02-04 23:00,-4.1,,1.1,20,64,1015.8,1.4,,-.8,.3,-.2
108,서울,2021-02-05 00:00,-4.4,,1.7,20,62,1015.6,1.4,,-.9,.2,-.3
108,서울,2021-02-05 01:00,-4.3,,2.1,20,66,1015.5,1.4,,-.9,.2,-.3
108,서울,2021-02-05 02:00,-4.2,,1.9,50,67,1015.3,1.4,,-.9,.2,-.3
108,서울,2021-02-05 03:00,-3.7,,2.1,20,67,1014.9,1.4,,-1.1,.2,-.3
108,서울,2021-02-05 04:00,-3.5,,2,50,67,1014.4,1.4,,-1.4,.1,-.3
108,서울,2021-02-05 05:00,-4,,2.7,50,68,1013.8,1.4,,-1.7,.1,-.3
108,서울,2021-02-05 06:00,-3.9,,2.8,50,69,1013.2,1.4,,-1.8,.1,-.4
108,서울,2021-02-05 07:00,-3.9,,3,50,73,1012.7,1.3,,-1.9,.1,-.4
108,서울,2021-02-05 08:00,-3.7,,2.9,50,75,1012.6,1.3,,-1.9,0,-.4
108,서울,2021-02-05 09:00,-2.6,,2.9,50,74,1012.2,1.3,,-1.3,.1,-.4
108,서울,2021-02-05 10:00,-.9,,1.7,70,69,1012.2,1.3,,-.4,.1,-.4
108,서울,2021-02-05 11:00,.7,,1.4,70,67,1012,1.3,,-.2,.2,-.3
108,서울,2021-02-05 12:00,1.8,,2,360,66,1011.4,1.3,,-.1,.3,-.3
108,서울,2021-02-05 13:00,3.6,,2.7,180,71,1010.3,1.2,,.3,.3,-.3
108,서울,2021-02-05 14:00,5.5,,3.2,200,68,1009.3,,,1.3,.4,-.3
108,서울,2021-02-05 15:00,6.1,,4.5,200,67,1008.4,,,2.9,.4,-.2
108,서울,2021-02-05 16:00,6.1,,4.5,200,65,1008,,,1.5,.4,-.2
108,서울,2021-02-05 17:00,5.7,,3.1,230,67,1007.2,,,.8,.4,-.2
108,서울,2021-02-05 18:00,4.9,,2.9,250,72,1007.2,,,-.1,.4,-.2
108,서울,2021-02-05 19:00,4.5,,3.2,200,75,1007.5,,,0,.4,-.2
108,서울,2021-02-05 20:00,4.2,,2.4,200,78,1007.4,,,.1,.5,-.2
108,서울,2021-02-05 21:00,4.1,,2.3,200,80,1007.6,,,.1,.5,-.2
108,서울,2021-02-05 22:00,4.1,,1.6,200,78,1007.2,,,-.1,.5,-.2
108,서울,2021-02-05 23:00,4.1,,1.1,250,79,1007,,,-.2,.5,-.2
108,서울,2021-02-06 00:00,4.3,,1.9,200,79,1006.7,,,.2,.5,-.2
108,서울,2021-02-06 01:00,4.5,,1.7,200,80,1006.4,,,.3,.5,-.2
108,서울,2021-02-06 02:00,4.5,,1.4,230,77,1006.1,,,.3,.5,-.2
108,서울,2021-02-06 03:00,4.7,,1.6,180,78,1005.8,,,.3,.5,-.2
108,서울,2021-02-06 04:00,4.8,,2.2,180,78,1005.3,,,.4,.5,-.2
108,서울,2021-02-06 05:00,4.9,,2.4,200,79,1004.9,,,.5,.5,-.2
108,서울,2021-02-06 06:00,4.8,,.9,200,79,1004.7,,,.3,.5,-.2
108,서울,2021-02-06 07:00,4.5,,1.3,50,75,1004.8,,,.3,.5,-.2
108,서울,2021-02-06 08:00,4.5,,.7,70,77,1004.8,,,.4,.5,-.2
108,서울,2021-02-06 09:00,4.8,,2,50,79,1005,,,1,.5,-.2
108,서울,2021-02-06 10:00,5.4,,1.2,360,78,1005,,,2,.5,-.2
108,서울,2021-02-06 11:00,6.7,,1.6,180,83,1005.2,,,3.1,.6,-.2
108,서울,2021-02-06 12:00,7.7,,3,180,80,1004.9,,19,4.5,.6,-.1
108,서울,2021-02-06 13:00,8.5,,3,200,78,1004.3,,19,5,.6,-.1
108,서울,2021-02-06 14:00,9.4,,3.3,180,74,1003.7,,19,5.7,.7,-.1
108,서울,2021-02-06 15:00,9.4,,2.7,200,75,1003.6,,19,5.3,.7,-.1
108,서울,2021-02-06 16:00,8.9,,4.2,250,78,1004,,19,4.4,.7,-.1
108,서울,2021-02-06 17:00,8.5,,3,230,81,1003.9,,19,3.3,.7,-.1
108,서울,2021-02-06 18:00,7.8,,2.4,230,81,1003.7,,19,1.4,.6,-.1
108,서울,2021-02-06 19:00,7.7,,2.2,200,83,1003.9,,19,1.7,.6,-.1
108,서울,2021-02-06 20:00,7.8,,3,230,83,1004,,19,2.1,.6,-.1
108,서울,2021-02-06 21:00,7.8,,2.5,200,83,1004.5,,19,2.3,.6,-.1
108,서울,2021-02-06 22:00,7.7,,2.3,200,87,1004.9,,19,2.3,.6,-.1
108,서울,2021-02-06 23:00,7.6,,2.7,230,88,1005.3,,19,2.4,.7,-.1
108,서울,2021-02-07 00:00,7.3,,2.7,200,88,1005.9,,19,2.4,.7,-.1
108,서울,2021-02-07 01:00,7.1,,3.3,250,89,1006.3,,19,2.2,.7,-.1
108,서울,2021-02-07 02:00,6.3,,3.5,290,90,1006.7,,19,1.8,.6,-.1
108,서울,2021-02-07 03:00,5.9,,1.6,270,90,1007.3,,19,1.2,.6,-.1
108,서울,2021-02-07 04:00,5.6,,1.5,230,89,1007.7,,19,.7,.6,-.1
108,서울,2021-02-07 05:00,5.1,,1.4,270,91,1007.9,,19,.3,.6,-.1
108,서울,2021-02-07 06:00,4.6,,1.9,290,93,1008.1,,19,.3,.6,-.1
108,서울,2021-02-07 07:00,4.5,,.7,230,92,1008.6,,19,1,.6,-.1
108,서울,2021-02-07 08:00,3.6,,2,230,95,1010,,1916,1.1,.6,-.1
108,서울,2021-02-07 09:00,3.5,,1.5,230,95,1010.5,,1916,1.5,.6,-.1
108,서울,2021-02-07 10:00,3.8,,1.7,250,93,1010.8,,19,2.6,.6,-.1
108,서울,2021-02-07 11:00,4.6,,3.2,270,86,1011.1,,19,5.9,.8,-.1
108,서울,2021-02-07 12:00,5.2,,3.6,250,79,1011.3,,19,10.1,.8,-.1
108,서울,2021-02-07 13:00,5.5,,4.3,290,67,1010.6,,4019,11.9,.9,-.1
108,서울,2021-02-07 14:00,6.8,,4.2,270,50,1010,,40,12.6,.9,-.1
108,서울,2021-02-07 15:00,7.4,,3.5,270,36,1010.2,,,10.9,.9,-.1
108,서울,2021-02-07 16:00,7.3,,3.8,270,33,1010.4,,,6.2,.9,-.1
108,서울,2021-02-07 17:00,6.4,,3.9,270,31,1010.7,,,3,.8,-.1
108,서울,2021-02-07 18:00,4.4,,3.7,290,33,1011.2,,,.1,.7,-.1
108,서울,2021-02-07 19:00,2.8,,3.9,270,33,1012.3,,,-.1,.6,-.1
108,서울,2021-02-07 20:00,1.6,,4,270,41,1012.8,,,-.5,.6,-.1
108,서울,2021-02-07 21:00,0,,3.3,270,52,1013.2,,,-.7,.5,-.1
108,서울,2021-02-07 22:00,-1.2,,4.8,290,51,1013.7,,,-1,.5,-.1
108,서울,2021-02-07 23:00,-2,,3.6,290,56,1013.9,,,-1.1,.5,-.1
108,서울,2021-02-08 00:00,-2.6,,2.4,250,58,1014.4,,,-1.3,.5,-.1
108,서울,2021-02-08 01:00,-3,,1.8,290,55,1014.4,,,-1.4,.5,-.1
108,서울,2021-02-08 02:00,-3.1,,3.1,290,55,1014.6,,,-1.6,.5,-.1
108,서울,2021-02-08 03:00,-3.5,,2.6,290,56,1014.8,,,-1.7,.5,-.1
108,서울,2021-02-08 04:00,-3.9,,2.5,320,57,1014.8,,,-1.9,.5,-.1
108,서울,2021-02-08 05:00,-4.4,,2.1,290,55,1014.9,,,-2.1,.5,-.1
108,서울,2021-02-08 06:00,-4.8,,2.2,290,54,1015.1,,,-2.3,.5,-.1
108,서울,2021-02-08 07:00,-5.2,,2.5,290,53,1015.8,,,-2.5,.5,-.1
108,서울,2021-02-08 08:00,-5.3,,3.2,270,52,1016.8,,,-2.5,.5,-.1
108,서울,2021-02-08 09:00,-4.7,,3.7,290,46,1017.9,,,-1.7,.5,-.1
108,서울,2021-02-08 10:00,-3.8,,3.6,290,41,1018.1,,,-.1,.5,-.1
108,서울,2021-02-08 11:00,-3.1,,4.1,290,36,1018.8,,,2.2,.5,-.1
108,서울,2021-02-08 12:00,-2.1,,4.2,290,32,1018.6,,,4.3,.6,-.1
108,서울,2021-02-08 13:00,-1,,3.9,270,31,1018.1,,,6.1,.6,-.1
108,서울,2021-02-08 14:00,-.6,,4.7,290,31,1017.7,,,6.9,.6,-.1
108,서울,2021-02-08 15:00,-.3,,5.3,290,30,1017.6,,,5.6,.6,-.1
108,서울,2021-02-08 16:00,-.1,,5.2,320,30,1017.5,,,1.4,.6,-.1
108,서울,2021-02-08 17:00,-.2,,4.4,270,34,1017.5,,,-.1,.6,-.1
108,서울,2021-02-08 18:00,-1.5,,4,270,36,1017.6,,,-.6,.5,-.1
108,서울,2021-02-08 19:00,-2.2,,3.9,270,37,1018.1,,,-1,.5,-.1
108,서울,2021-02-08 20:00,-2.8,,2.8,270,43,1018.2,,,-1.1,.5,-.1
108,서울,2021-02-08 21:00,-3.3,,3.6,270,46,1018.6,,,-1.4,.5,-.1
108,서울,2021-02-08 22:00,-3.9,,3.1,250,49,1019,,,-1.6,.5,-.1
108,서울,2021-02-08 23:00,-4.2,,1.7,290,49,1019.2,,,-1.7,.5,-.1
108,서울,2021-02-09 00:00,-4.7,,1.6,250,49,1019.4,,,-1.8,.5,-.1
108,서울,2021-02-09 01:00,-5,,1.7,250,49,1019.6,,,-2,.5,-.1
108,서울,2021-02-09 02:00,-5.3,,1.4,270,50,1019.2,,,-2.1,.5,-.1
108,서울,2021-02-09 03:00,-5.7,,.7,270,53,1019.3,,,-2.3,.5,-.1
108,서울,2021-02-09 04:00,-5.9,,.8,230,56,1018.8,,,-2.4,.5,-.1
108,서울,2021-02-09 05:00,-5.9,,.7,270,60,1018.6,,,-2.5,.5,-.1
108,서울,2021-02-09 06:00,-5.6,,.9,250,61,1018.3,,,-2.6,.5,-.1
108,서울,2021-02-09 07:00,-5.6,,.7,290,65,1018.4,,,-2.7,.5,-.1
108,서울,2021-02-09 08:00,-5.6,,.8,290,64,1018.7,,,-2.5,.5,-.1
108,서울,2021-02-09 09:00,-4.3,,1.1,270,58,1019,,,-1.5,.5,-.1
108,서울,2021-02-09 10:00,-1.8,,2.4,270,50,1019.5,,,0,.5,-.1
108,서울,2021-02-09 11:00,-.3,,2.1,270,36,1019.5,,,2.8,.5,-.1
108,서울,2021-02-09 12:00,1.4,,2.8,230,33,1019,,,5.4,.5,-.1
108,서울,2021-02-09 13:00,2.7,,3.2,250,32,1018.1,,,7.1,.5,-.1
108,서울,2021-02-09 14:00,4.4,,2.6,200,29,1017.3,,,7.7,.6,-.1
108,서울,2021-02-09 15:00,4.1,,4.1,250,31,1016.7,,,6.3,.6,-.1
108,서울,2021-02-09 16:00,4.3,,2.8,270,34,1016.4,,,2.5,.6,-.1
108,서울,2021-02-09 17:00,3.8,,3.4,250,40,1015.9,,,.4,.6,-.1
108,서울,2021-02-09 18:00,2.3,,3.4,270,49,1016,,,-.1,.5,-.1
108,서울,2021-02-09 19:00,1.5,,2.5,250,51,1015.9,,,-.4,.5,-.1
108,서울,2021-02-09 20:00,1,,2,250,58,1016.3,,,-.5,.5,-.1
108,서울,2021-02-09 21:00,.5,,1.7,250,60,1016.2,,,-.6,.5,-.1
108,서울,2021-02-09 22:00,0,,1.6,230,62,1016.3,,,-.7,.5,-.1
108,서울,2021-02-09 23:00,-.2,,1.6,250,65,1016.6,,,-.7,.5,-.1
108,서울,2021-02-10 00:00,-.3,,1.9,250,70,1016.5,,,-.8,.5,-.1
108,서울,2021-02-10 01:00,-.4,,.9,250,72,1016.6,,,-.9,.5,-.1
108,서울,2021-02-10 02:00,-.8,,.4,0,75,1016,,,-1,.5,-.1
108,서울,2021-02-10 03:00,-1,,1.6,20,77,1015.7,,,-1,.5,-.1
108,서울,2021-02-10 04:00,-1.4,,1.8,50,80,1014.9,,,-.6,.5,-.1
108,서울,2021-02-10 05:00,-.7,,1.5,50,77,1014.7,,,-.4,.5,-.1
108,서울,2021-02-10 06:00,-.3,,2.1,50,74,1014.3,,,-.6,.5,-.1
108,서울,2021-02-10 07:00,-.5,,2.3,20,75,1014.4,,,-.5,.5,-.1
108,서울,2021-02-10 08:00,-.3,,1.9,50,74,1014.5,,,-.5,.5,-.1
108,서울,2021-02-10 09:00,.6,,2.3,50,74,1014.9,,,-.2,.5,-.1
108,서울,2021-02-10 10:00,2,,1.5,20,72,1014.7,,,.2,.5,-.1
108,서울,2021-02-10 11:00,4,,.8,180,72,1014.9,,,1,.5,-.1
108,서울,2021-02-10 12:00,5.1,,1.5,200,70,1014.9,,,2,.6,-.1
108,서울,2021-02-10 13:00,5.9,,2.5,200,68,1014.1,,,2,.6,0
108,서울,2021-02-10 14:00,6.5,,2.4,200,69,1013.1,,,3.4,.6,0
108,서울,2021-02-10 15:00,7,,3.1,230,68,1013.1,,,4.2,.6,0
108,서울,2021-02-10 16:00,6.9,,2.4,250,66,1013.1,,,3.4,.6,0
108,서울,2021-02-10 17:00,6.7,,3,230,64,1012.8,,,2.5,.6,0
108,서울,2021-02-10 18:00,6.2,,2.4,200,71,1013.2,,,1.1,.6,0
108,서울,2021-02-10 19:00,5.5,,2.4,230,75,1013.6,,,.1,.6,0
108,서울,2021-02-10 20:00,5.1,,2.6,230,80,1013.9,,,0,.6,0
108,서울,2021-02-10 21:00,4.7,,2,230,82,1014.5,,,-.3,.6,0
108,서울,2021-02-10 22:00,4.6,,1.5,250,83,1015,,,.1,.6,0
108,서울,2021-02-10 23:00,4.7,,2.2,200,86,1015.5,,,.2,.6,0
108,서울,2021-02-11 00:00,4.5,,1.3,230,85,1015.5,,19,.4,.6,0
108,서울,2021-02-11 01:00,4.5,,1.3,250,85,1015.7,,19,.4,.6,0
108,서울,2021-02-11 02:00,4.4,,1.1,50,81,1015.2,,19,.3,.6,0
108,서울,2021-02-11 03:00,3.4,,1.7,50,81,1014.6,,19,-.1,.5,0
108,서울,2021-02-11 04:00,2.4,,2,50,85,1014.7,,19,-.2,.5,0
108,서울,2021-02-11 05:00,2,,.8,320,87,1015.1,,19,-.3,.5,0
108,서울,2021-02-11 06:00,1.5,,.5,340,88,1015.2,,19,-.4,.5,0
108,서울,2021-02-11 07:00,1.8,,.1,0,92,1015.4,,19,-.2,.6,0
108,서울,2021-02-11 08:00,2.4,,.9,250,91,1016,,19,-.1,.6,0
108,서울,2021-02-11 09:00,3,,1.3,360,89,1016.5,,19,0,.6,0
108,서울,2021-02-11 10:00,3.9,,1.8,70,85,1016.9,,19,.6,.6,0
108,서울,2021-02-11 11:00,5.8,,1.8,70,74,1016.9,,19,7.6,.7,0
108,서울,2021-02-11 12:00,7.3,,2.3,70,66,1016.4,,4019,10.7,.7,.1
108,서울,2021-02-11 13:00,8.7,,2.4,90,59,1015.3,,40,14,.8,.1
108,서울,2021-02-11 14:00,10,,2.1,90,54,1014.1,,40,13.3,.9,.2
108,서울,2021-02-11 15:00,10.3,,1.4,70,51,1013.1,,40,10.9,.9,.2
108,서울,2021-02-11 16:00,10.8,,.7,200,49,1013.2,,,8.8,1,.3
108,서울,2021-02-11 17:00,10.3,,1,320,48,1012.9,,,6.3,1,.4
108,서울,2021-02-11 18:00,8.9,,1.6,270,55,1013.1,,40,3.6,1,.4
108,서울,2021-02-11 19:00,7.5,,1.4,270,60,1013,,40,1.9,1,.5
108,서울,2021-02-11 20:00,6.5,,1.5,270,64,1013.9,,40,.9,1,.5
108,서울,2021-02-11 21:00,5.7,,1.9,270,68,1013.8,,40,.3,1,.5
108,서울,2021-02-11 22:00,5,,.2,0,71,1014.3,,40,-.1,1,.5
108,서울,2021-02-11 23:00,4.4,,.5,70,72,1014.2,,40,-.1,.9,.5
108,서울,2021-02-12 00:00,3.8,,.8,340,74,1014.1,,40,-.2,.9,.5
108,서울,2021-02-12 01:00,3.1,,1.8,20,76,1014,,40,-.4,.9,.5
108,서울,2021-02-12 02:00,2.9,,1.3,70,77,1014,,40,-.4,.9,.5
108,서울,2021-02-12 03:00,2.5,,1.5,20,79,1014.5,,40,-.4,.9,.5
108,서울,2021-02-12 04:00,2,,1.8,50,80,1014.4,,4019,-.5,.9,.4
108,서울,2021-02-12 05:00,1.7,,1.6,50,82,1014.2,,19,-.6,.9,.4
108,서울,2021-02-12 06:00,1.3,,2.2,20,82,1013.9,,19,-.7,.9,.4
108,서울,2021-02-12 07:00,.7,,2.2,20,84,1013.9,,19,-.7,.8,.4
108,서울,2021-02-12 08:00,.6,,2.4,20,85,1014.6,,19,-.6,.8,.4
108,서울,2021-02-12 09:00,1.7,,1.3,50,83,1014.9,,19,-.2,.9,.4
108,서울,2021-02-12 10:00,4.5,,1.2,70,72,1015.2,,19,1.1,1,.4
108,서울,2021-02-12 11:00,7.4,,1,70,60,1014.9,,4019,8.9,1.1,.5
108,서울,2021-02-12 12:00,10.1,,1.4,110,51,1014.7,,40,14.3,1.6,.6
108,서울,2021-02-12 13:00,12.4,,2.2,180,41,1014.2,,40,17.6,2.4,1
108,서울,2021-02-12 14:00,12.9,,2.7,250,36,1013.6,,,17.6,3.2,1.4
108,서울,2021-02-12 15:00,13.7,,2.5,270,34,1013.3,,,15.9,3.8,1.8
108,서울,2021-02-12 16:00,13.5,,2.2,270,31,1013.4,,,11.4,4.4,2.2
108,서울,2021-02-12 17:00,12.6,,2.8,270,32,1013.5,,,7.6,4.6,2.5
108,서울,2021-02-12 18:00,11,,1.5,270,38,1013.8,,,4.8,4.6,2.7
108,서울,2021-02-12 19:00,9.2,,2.7,250,54,1014.4,,40,3.2,4.3,2.8
108,서울,2021-02-12 20:00,8,,1.9,270,57,1014.6,,40,2.3,4,2.8
108,서울,2021-02-12 21:00,7.3,,.6,290,56,1014.6,,40,1.4,3.8,2.9
108,서울,2021-02-12 22:00,6.3,,.1,0,60,1014.7,,40,.3,3.5,2.9
108,서울,2021-02-12 23:00,5.5,,.8,250,61,1015,,40,-.1,3.2,2.8
